sentence|category
Warst du beim Arzt?|1
War Karl Marx ein Kommunist?|1
War es wirklich bloß ein Missverständnis?|1
War es Tom, der euch sagte, ich käme?|1
War es Tom, der euch sagte, ich käme?|1
War es Tom, der dir sagte, ich käme?|1
War es Tom, der dir sagte, ich käme?|1
Wärest du so gut, beim Hinausgehen die Tür zu schließen?|2
Wärest du so freundlich, mir dein Buch zu leihen?|2
Wärest du imstande gewesen, das zu tun?|1
Waren Tom und Maria zusammen?|1
Waren Sie wegen dieses Problems auch bei anderen Ärzten?|2
Wären Sie so freundlich zu antworten?|1
Waren Sie schon einmal wegen einer Harnwegsinfektion in Behandlung?|2
Waren Sie nach dem Unfall bewusstlos?|1
Waren Sie je Zeuge bei einem Gerichtsverfahren?|1
Waren Sie heute mit dem Hund aus oder noch nicht?|2
Wären Sie bitte so freundlich, ein wenig langsamer zu sprechen?|2
Wären englische Sätze mit Leuten, welche die Pronomen they/them“ verwenden, zu verwirrend für jemanden, der Englisch lernt, dessen Muttersprache geschlechtsneutrale Pronomen aber nicht kennt?|3
Waren die diejenigen, die hinten im Wagen gesessen haben?|2
Wäre dir eine Tasse Kaffee gefällig?|1
War der Briefträger schon da?|1
War das zufällig oder absichtlich?|1
War das wirklich notwendig?|1
War das vor Kurzem?|1
War das deine Frage?|1
Wann wurde sie fertiggestellt?|1
Wann würde es euch passen?|1
Wann wurde das Abkommen ratifiziert?|1
Wann wirst du zurück kommen?|1
Wann wirst du mit Tom darüber sprechen?|1
Wann wirst du heiraten?|1
Wann wird ihre Hochzeitszeremonie abgehalten?|1
Wann wird das Abendessen serviert?|1
Wann wird aus einem Welpen ein Hund?|1
Wann wird aus einem Kätzchen eine Katze?|1
Wann werdet ihr damit befasst sein?|1
Wann werden wir uns wiedersehen?|1
Wann werden wir in Sapporo ankommen, wenn wir diesen Flug nehmen?|2
Wann warst du zum letzten Mal beim Zahnarzt?|1
Wann warst du das letztemal beim Friseur?|1
Wann warst du das letztemal beim Friseur?|1
Wann sind Sie mit ihrer Arbeit fertig?|1
Wann seid ihr nach London gefahren?|1
Wann schließt diese Gaststätte?|1
Wann rechnet ihr damit, dass Tom zurückkommt?|1
Wann rechnest du damit, dass Tom zurückkommt?|1
Wann rechnen Sie damit, dass Tom zurückkommt?|1
Wann kommt Tom vorbei?|1
Wann kommt Mama nach Hause?|1
Wann kommt ihr nach Boston?|1
Wann kommt dein neuer Roman heraus?|1
Wann kommst du morgen an?|1
Wann kommst du mich abholen?|1
Wann kann ich Sie anrufen?|1
Wann ist die Schule aus?|1
Wann ist die nächste Sitzung? Hoffentlich nicht am Montag.|2
Wann ist das Essen fertig?|1
Wann hatten Sie das letzte Mal ihre Periode?|1
Wann hat Herr Suzuki Japan verlassen?|1
Wann hat der ungewöhnliche Ausfluss begonnen?|1
Wann hat der Schmerz begonnen?|1
Wann hast du zuletzt ein Faxgerät benutzt?|1
Wann hast du dieses Messer das letzte Mal geschärft?|2
Wann hast du dein Zimmer das letzte Mal aufgeräumt?|2
Wann hast du das letztemal Obst gekauft?|1
Wann hast du das letzte Mal mit Tom geredet?|2
Wann hast du das letztemal Fleisch gekauft?|1
Wann hast du das letzte Mal eine Spende entrichtet?|2
Wann hast du das bekommen?|1
Wann hast du angefangen, Englisch zu lernen?|1
Wann habt ihr Zapfenstreich?|1
Wann habt ihr Tom kennengelernt?|1
Wann habt ihr gemerkt, dass ich fehle?|1
Wann habt ihr das letztemal Obst gekauft?|1
Wann haben Sie zum letzten Mal erbrochen?|1
Wann haben Sie zuletzt ein Faxgerät benutzt?|1
Wann haben Sie das letztemal Obst gekauft?|1
Wann haben Sie das letzte Mal etwas von Tom gehört?|2
Wann haben Sie das letztemal einen Hörtest gemacht?|1
Wann haben Sie das letzte Mal Alkohol getrunken?|1
Wann haben Sie das erste Mal bemerkt, dass Sie Haarausfall haben?|2
Wann geht der Zug?|1
Wann gehen Sie los?|1
Wann findet die nächste Fußballweltmeisterschaft statt?|1
Wann findet die nächste Fußballweltmeisterschaft statt?|1
Wann findet die nächste Fußballweltmeisterschaft statt?|1
Wann fährt der erste Zug ab?|1
Wann denkst du, wirst du Tom sehen?|1
Wann beginnt deine Geschäftsreise?|1
Wahrlich, ich sage euch, was ihr dem geringsten meiner Brüder tut, das habt ihr mir getan.|2
Wahrheit klinget von deinem Munde.“ – Warum redest du so, Tom?“|2
Während du fort warst, ist eine Menge passiert.|1
Während des Sperrzustandes waren die Parkanlagen Algeriens für Besucher geschlossen.|2
Während der Herrschaft des Augustus wurde Christus geboren; während der Herrschaft des Tiberius wurde er gekreuzigt.|2
Während der ganzen Lektion zählte er Fliegen.|1
Wählt willkürlich drei Bücher aus.|1
Wackle einmal mit den Zehen.|1
Wackeln Sie einmal mit den Zehen.|1
Wachsen in diesem Wald Pilze?|1
Wachen Sie nachts von den Schmerzen auf?|1
Unwissenheit schützt vor Strafe nicht.|1
Unterstützen Sie Reparationen für Sklaverei?|1
Unter Spaß verstehe ich etwas anderes.|1
Unterschiedliche Menschen können dieselben Grundideen oder Dinge auf völlig unterschiedliche Weise beschreiben.|2
Unterschätze nicht die unglaubliche Kraft eines einfachen Lächelns und eines freundlichen Wortes.|2
Unterrichten Sie noch Geschichte?|1
Unternimm nichts, um Tom davon abzuhalten!|1
Unternehmt nichts, um Tom davon abzuhalten!|1
Unternehmen wir noch eine allerletzte Anstrengung!|1
Unternehmen Sie nichts, um Tom davon abzuhalten!|1
Unter dem Bett ist eine Katze.|1
Uns wurde das Portemonnaie gestohlen.|1
Uns ist der Rotwein ausgegangen.|1
Unsinn!“ lachte Anne fröhlich. Das ist kein Opfer; denn nichts wäre schlimmer, als Green Gables aufzugeben – nichts könnte mir größeren Schmerz bereiten!“|3
Uns hat man auch nichts gesagt.|1
Uns ging der Sprit aus.|1
Uns fehlte ein Spieler.|1
Unser Tor quietscht jedesmal, wenn es jemand öffnet.|1
Unser tägliches Brot gib uns heute, und vergib uns unsere Schuld, wie auch wir vergeben unseren Schuldigern.|2
Unser Schuldirektor ist Kanadier.|1
Unser Onkel hat uns Kinokarten gekauft.|1
Unser neues Geschäft soll im Oktober eröffnet werden.|1
Unser neuer Lehrer hat gerade erst sein Studium beendet.|2
Unser neuer Laden macht in ein paar Wochen auf.|2
Unser Netzplatz ist schon wieder nicht mehr zu erreichen.|2
Unser Müll wird jeden Montag abgeholt.|1
Unser Lehrer fährt mit dem Auto zur Schule.|1
Unser Land ist Algerien.|1
Unser Jachtklub hat zehn Mitglieder.|1
Unser Hund gibt manchmal im Schlaf Laute von sich. Er bellt dann wohl im Traum.|2
Unser Haus ist günstig gelegen.|1
Unser Großvater hat fünf Sprachen gelernt, als er Kind war.|2
Unser Flug wurde storniert.|1
Unsere Truppen besetzten die Stadt.|1
Unsere Studie zeigte das genaue Gegenteil.|1
Unsere Stadt hat Straßenbahnen.|1
Unser Essen ist billig.|1
Unsere Schule hat drei Kanadierinnen als Austauschschülerinnen aufgenommen.|1
Unsere Schule hat drei Kanadierinnen als Austauschschülerinnen aufgenommen.|1
Unsere Schule hat drei Kanadier als Austauschschüler aufgenommen.|1
Unsere Schuldirektorin ist Kanadierin.|1
Unsere rechte Flanke wird angegriffen.|1
Unsere Mülltonne wurde gestohlen.|1
Unsere Mannschaft hat mehrere gute Spieler verloren.|1
Unsere Mannschaft hat mehrere gute Spielerinnen verloren.|1
Unsere jüngste Tochter heißt Maria.|1
Unsere Herangehensweise hat Tom gefallen.|1
Unsere Hennen legen viele Eier.|1
Unsere Hennen haben gestern eine Menge Eier gelegt.|1
Unsere Französischkenntnisse reichen nicht aus, um zu verstehen, was die sagen.|2
Unsere Fabrik baut einen neuen Schornstein.|1
Unsere Eltern haben uns nie bestraft.|1
Unsere Besucher sitzen im Wohnzimmer.|1
Uns bangt vor Tom.|1
Unnötig zu erwähnen, dass der gute Läufer das Duell mit dem schlechten Läufer gewonnen hat.|2
Unnötig zu erwähnen, dass das Tom getan hat.|1
Universitätsabsolventen verdienen im Schnitt über fünfzig Prozent mehr als jene mit nur einem Oberschulabschluss.|2
Unglücklicherweise glaube ich nicht an ihren Erfolg.|1
Ungeachtet der Tatsache, dass sie beschäftigt war, kam sie, um sich mit mir zu treffen.|2
Und wer ist die Braut?|1
Und was wollen Sie im Gegenzug von mir haben?|2
Und sie heirateten nicht und lebten glücklich bis an ihr Lebensende.|2
Und nun ein paar Worte von unseren Sponsoren.|1
Und niemand hat dir geholfen?|1
Und ihr nennt das hier ein Sitzungszimmer?|1
Und ich richtete mein Herz, zu suchen und zu forschen weislich alles, was man unter dem Himmel tut. Solche unselige Mühe hat Gott den Menschenkindern gegeben, dass sie sich darin müssen quälen.|3
Und Feminismus? Was denkst du über den Feminismus?|1
Und es gibt nicht einmal genug Wasser.|1
Und die Krähe?“ fragte Gerda. – Ach, die Krähe, die ist tot“, antwortete sie.|2
Und der Preis geht an: Tom Schmidt!|1
Und dann geschah etwas sehr Seltsames.|1
Und dann fingen alle an zu singen.|1
Um zum Museum zu gelangen, gehen Sie in Richtung Fluss. Wenn Sie dort ankommen, biegen Sie rechts ab.|2
Um wie viel Uhr frühstückst du normalerweise?|1
Um wie viel Uhr fangen Sie mit der Arbeit an?|2
Um wie viel Uhr bist du heute Morgen aufgestanden?|2
Um verärgerte Kunden kümmert sich in der Regel Tom.|2
Um so ein teurer Wein zu sein, müsste er wirklich besser schmecken als dieser da.|2
Um Kritik zu vermeiden: Tu nichts, sag nichts, sei nichts.|2
Um elf passt es mir gut.|1
Um ein größeres Drehmoment aufzubringen, brauchst du einen längeren Hebel.|2
Um Diamanten zu schürfen, braucht man mindestens eine Eisenpickhacke.|2
Um abzunehmen, habe ich damit angefangen, das Mittagessen ausfallen zu lassen.|2
Ukrainische Mädchen sind die schönsten Mädchen der Welt.|1
Überwachungskameraaufnahmen zeigten Tom beim Legen des Brandes.|1
Übersetzt nicht Wort für Wort.|1
Übersetzer neigen oft dazu - ob bewusst oder nicht - einen Text zu erklären, ihn logischer zu machen als das Original.|3
Übersetze mich! Übersetze mich!|1
Überraschenderweise hat es funktioniert.|1
Überprüft noch einmal alles!|1
Überprüfen Sie noch einmal alles!|1
Überprüfe noch einmal alles!|1
Überprüfe deine Antworten mit denen von Tom.|1
Über Musik zu sprechen ist wie über Architektur zu tanzen.|2
Über den Kommentar hätte ich mich fast totgelacht. Danke!|2
Überall in der Stadt tratscht man über uns.|1
Überall in der Stadt sprach man davon.|1
Tut nicht so, als wenn ihr überrascht wärt.|1
Tut es euch leid?|1
Tut es euch leid?|1
Tut es dir leid?|1
Tut einfach, was ihr wollt!|1
Tu so, als ob du etwas weißt.|1
Tun wir doch so, als wären wir ein Paar!|2
Tun Sie Tom bitte nichts!|1
Tun Sie einfach, was Sie wollen!|1
Tun Sie das nicht wieder!|1
Tu einfach, was du willst!|1
Tue es bitte für mich!|1
Tue das Gute und wirf es ins Meer.|1
Trotz ihrer Beleibtheit war sie hübsch.|1
Trotz des heftigen Regens besuchte er seinen Freund im Krankenhaus.|2
Trollen ist eine Sünde.|1
Trockener Sand nimmt Wasser auf.|1
Trish Keenan war ein englischer Musiker und Sänger.|1
Trink Wasser, damit dein Schluckauf vergeht.|1
Trinken Sie täglich Alkohol?|1
Treffen wir uns in einer Woche!|1
Treffen wir uns hier doch wieder um halb drei!|2
Treffen wir uns am Sonntag!|1
Treffen sich zwei Jäger: Beide tot.|1
Trautes Heim, Glück allein!|1
Traust du es Tom nicht zu?|1
Traust du es Tom nicht zu?|1
Tragen Sie sich ins Gästebuch ein!|1
Tragen Sie ein Hörgerät?|1
Tonja hat eine schöne Stimme.|1
Tom zwang sich zu einem Lächeln.|1
Tom zündet sich eine Zigarette an.|1
Tom zufolge ist Maria ein Feigling.|1
Tom zog wortlos von dannen.|1
Tom zog seine Pistole.|1
Tom zog seine Jacke aus.|1
Tom zog gen Osten.|1
Tom zog einen fremden Mantel an.|1
Tom zog den Reißverschluss seiner Jacke hoch.|1
Tom zieht das Hemd, das Maria ihm genäht hat, nie an.|2
Tom zerriss den Brief.|1
Tom zeigt keine Anzeichen von Hirnaktivität.|1
Tom zeigte mit dem Finger auf mich.|1
Tom wusste, wo Maria wohnte.|1
Tom wusste, wer der Mörder war.|1
Tom wusste nicht zu schätzen, was wir ihm Gutes getan hatten.|2
Tom wusste nicht, wonach Maria suchte.|1
Tom wusste nicht, wem er es geben sollte.|1
Tom wusste nicht, was Maria suchte.|1
Tom wusste nicht, was ich zu tun versuchte.|1
Tom wusste nicht, was er als Nächstes tun sollte.|2
Tom wusste nichts über Maria.|1
Tom wusste nicht so recht, was vor sich ging.|2
Tom wusste nicht mit dem Feuerlöscher umzugehen.|1
Tom wusste nicht mehr, was er eigentlich sagen wollte.|2
Tom wusste nicht einmal, wer Mary war.|1
Tom wusste nicht, dass Maria Hilfe brauchte.|1
Tom wusste genau, dass in all den Sätzen das letzte Wort immer einer zustehen würde: Mary.|2
Tom wusste es nicht zu würdigen.|1
Tom wusste, dass von Maria keine Hilfe zu erwarten war.|2
Tom wusste, dass Mary das wahrscheinlich nicht tun würde.|2
Tom wusste, dass Mary das wahrscheinlich nicht tun würde.|2
Tom wusste, dass Maria zu tun hatte.|1
Tom wusste, dass Maria darauf hoffte, von ihm geküsst zu werden.|2
Tom wusste, dass es falsch war, was er getan hatte.|2
Tom wusste, dass es falsch war.|1
Tom wusch sich die Ohren.|1
Tom wusch seine Brillengläser mit warmem Seifenwasser und trocknete sie mit einem Tuch ab.|2
Tom wurde zwar verletzt, aber nicht allzu schwer.|1
Tom wurde zwar verletzt, aber nicht allzu ernst.|1
Tom wurde zu lebenslanger Haft ohne vorzeitige Entlassung verurteilt.|2
Tom wurde zu drei Jahren im Bundesgefängnis verurteilt.|1
Tom wurde Zeuge des Mords.|1
Tom wurde wegen mangelnder Erfahrung abgelehnt.|1
Tom wurde von seinen Mitschülern gehänselt.|1
Tom wurde von seinen Mitschülern gehänselt.|1
Tom wurde von einer Kobra gebissen.|1
Tom wurde von einem tollwütigen Eichhörnchen gebissen.|1
Tom wurde von einem Motorradfahrer angefahren.|1
Tom wurde von einem LKW überfahren.|1
Tom wurde von einem Krokodil gefressen.|1
Tom wurde stark abgelenkt.|1
Tom wurde sehr wohlhabend.|1
Tom wurde sehr neugierig.|1
Tom wurde, ohne dass er es bemerkte, verfolgt.|1
Tom wurden viele Hindernisse in den Weg gestellt.|1
Tom würde nie lügen.“ – Wenn du wüsstest, mein Lieber, wenn du wüsstest.“|2
Tom wurde nichts geschenkt. Er musste sich alles erarbeiten.|2
Tom wurde nach seinem Unfall schmerzmittelabhängig.|1
Tom wurde klar, dass er sich in Maria verliebt hatte.|2
Tom wurde hinter der Turnhalle beim Rauchen erwischt.|1
Tom wurde gestern auf Bewährung freigelassen.|1
Tom wurde es schnell müde.|1
Tom wurde eine Medaille verliehen.|1
Tom würde dich gerne treffen.|1
Tom würde das tun.|1
Tom wurde das Herz herausgerissen.|1
Tom wurde dabei gesehen, wie er in der fraglichen Nacht Marias Haus verließ.|2
Tom wurde bezichtigt, seine Kolleginnen sexuell belästigt zu haben.|2
Tom wurde bei lebendigem Leibe verbrannt.|1
Tom wurde bei einem verbotenen Wendemanöver erwischt.|1
Tom wurde bei der Jagd versehentlich von einem anderen Jäger erschossen.|2
Tom würde auszucken, wenn er das sähe.|1
Tom würde ausrasten, wenn er das sähe.|1
Tom wurde auf nächtlicher Straße von einem unbekannten Mann mit einem Messer bedroht und seines Geldes beraubt.|2
Tom wurde aufgrund seiner Testergebnisse der Englischgruppe der fortgeschrittenen Anfänger zugeordnet.|2
Tom wünscht sich eine Katze.|1
Tom wünschte Maria eine gute Nacht und ging.|1
Tom wünschte, er könnte so gut Französisch wie Maria.|2
Tom wünschte, er hätte etwas zu tun.|1
Tom wollte Wales sehen.|1
Tom wollte vor Scham im Boden versinken.|1
Tom wollte seiner Freundin etwas ganz Besonderes schenken.|1
Tom wollte Rechtsanwalt werden.|1
Tom wollte nur lustig sein.|1
Tom wollte nicht zugeben, dass er einen Fehler gemacht hatte.|2
Tom wollte nichts mit mir zu tun haben.|1
Tom wollte nichts essen, und Maria konnte ihn auch nicht dazu überreden.|2
Tom wollte nicht in den Zoo.|1
Tom wollte nicht hinschauen, aber er konnte sich nicht abhalten.|2
Tom wollte nicht hereinkommen.|1
Tom wollte nicht eintreten.|1
Tom wollte nicht, dass wir das erführen.|1
Tom wollte nicht, dass Maria von seinem Reichtum erfahre.|2
Tom wollte nicht, dass ich nach Boston käme.|1
Tom wollte mit mir sprechen.|1
Tom wollte mit Mary lernen.|1
Tom wollte mir nicht sagen, wo Maria war.|1
Tom wollte mir nicht glauben.|1
Tom wollte meine Erlaubnis.|1
Tom wollte mehr über Marias Familie erfahren.|1
Tom wollte Maria so vieles sagen.|1
Tom wollte Maria seine Hausarbeit aufdrücken.|1
Tom wollte Marias Bitte nicht nachkommen.|1
Tom wollte Maria nicht unterbrechen.|1
Tom wollte Maria leiden sehen.|1
Tom wollte es nicht.|1
Tom wollte eingreifen, und Maria schlug ihm ins Gesicht.|2
Tom wollte dich retten, und du hast nichts anderes getan, als dich ihm zu widersetzen.|2
Tom wollte das Thema wechseln.|1
Tom wollte, dass du glaubst, er hätte die Stadt verlassen.|2
Tom wollte das Reh erschießen, aber wir redeten es ihm aus.|2
Tom wollte das Geschenk nicht.|1
Tom wollte berühmt werden.|1
Tom wollte Arzt werden .|1
Tom wohnt seit drei Monaten in einem Zelt.|1
Tom wohnt nicht mehr bei seinen Eltern.|1
Tom wohnt in einer wohlhabenden Gegend.|1
Tom wohnt in einem sehr großen Haus.|1
Tom wohnt in der Nähe eines Parks.|1
Tom wohnt in der Nähe der Bibliothek.|1
Tom wohnt in demselben Stadtteil wie Maria.|1
Tom wohnt im oberen Stock.|1
Tom wohnt im Campingwagen.|1
Tom wohnte zum erstenmal allein.|1
Tom wohnte während des Krieges in Lyon.|1
Tom wohnt eine Etage unter mir.|1
Tom wohnte drei Wochen in diesem Hotel.|1
Tom wohnt bei uns in der Nähe.|1
Tom wohnt auf seinem Landsitz.|1
Tom wischte sich den Lippenstift von der Wange.|1
Tom wirkt sehr einsam.|1
Tom wirkt nicht erfreut, euch zu sehen.|1
Tom wird, wenn wir ankommen, bereits schlafen.|1
Tom wird vermutlich wegen Betrugs verurteilt werden.|1
Tom wird vermutlich überführt und hingerichtet werden.|1
Tom wird vermutlich seinen Arbeitsplatz verlieren.|1
Tom wird vermutlich seine Arbeit verlieren.|1
Tom wird vermutlich seine Anstellung verlieren.|1
Tom wird vermissen das zu tun.|1
Tom wird ungeschoren davonkommen.|1
Tom wird sich persönlich bei dir bedanken wollen.|1
Tom wird sich nie ändern.|1
Tom wird sich freuen, Sie zu sehen.|1
Tom wird sich bestimmt nicht von seiner kooperativen Seite zeigen.|2
Tom wird selten böse.|1
Tom wird nicht überleben.|1
Tom wird nicht lange hier sein.|1
Tom wird nicht gestehen.|1
Tom wird nicht braun, sondern bekommt lediglich einen Sonnenbrand.|2
Tom wird nächstes Jahr zurück sein.|1
Tom wird morgen wahrscheinlich nicht hier sein.|1
Tom wird Mary den Laufpass geben.|1
Tom wird jetzt vermutlich keinen Hunger haben.|1
Tom wird heute nicht mit uns zu Mittag essen.|2
Tom wird fürs Nichtstun bezahlt.|1
Tom wird eure Hilfe benötigen.|1
Tom wird es wahrscheinlich nie herausbekommen.|1
Tom wird es sich wieder anders überlegen.|1
Tom wird es nicht zugeben.|1
Tom wird es dir erklären.|1
Tom wird erschöpft sein.|1
Tom wird dir keine Schwierigkeiten mehr bereiten.|1
Tom wird dieses Spiel wahrscheinlich gewinnen.|1
Tom wird dich nie wieder sehen.|1
Tom wird dich nicht mögen.|1
Tom wird dich nicht gehen lassen.|1
Tom wird das nicht gefallen.|1
Tom wird das nicht für Maria tun.|1
Tom wird bis Mittag zu Hause sein.|1
Tom wird bald dort sein.|1
Tom wird alles abstreiten.|1
Tom will zeichnen lernen.|1
Tom will wissen, warum.|1
Tom will, während er mit dir spricht, nicht gesehen werden.|2
Tom will uns helfen.|1
Tom will Übersetzer werden.|1
Tom will Übersetzer werden.|1
Tom will Sie nie wiedersehen.|1
Tom will sich einfach nur mit dir anfreunden.|1
Tom will Serbisch lernen.|1
Tom will nicht zugeben, dass er ein Alkoholproblem hat.|2
Tom will nicht Elektriker werden.|1
Tom will Maria einen Heiratsantrag machen.|1
Tom will in eine größere Stadt ziehen.|1
Tom will euch nie wiedersehen.|1
Tom will erst mit dem Essen fertig werden, ehe er mit jemandem spricht.|2
Tom will erfolgreich sein.|1
Tom will ein neues Haarwaschmittel ausprobieren.|1
Tom will ein Auto kaufen.|1
Tom will Dolmetscher werden.|1
Tom will dieses Jahr Brokkoli anbauen.|1
Tom will dich nie wiedersehen.|1
Tom will, dass wir leiden.|1
Tom will, dass wir das machen.|1
Tom will, dass ihn alle mögen.|1
Tom will, dass ich mir mehr Mühe gebe.|1
Tom will, dass du dich mit ihm bei Maria triffst.|2
Tom will damit nur Zeit schinden.|1
Tom will aufs Klo.|1
Tom will allen gefallen.|1
Tom wies Maria an, die Türen abzuschließen.|1
Tom, wie konntest du mir so ins Gesicht lügen?|2
Tom weiß, wie man Witze erzählt.|1
Tom weiß, wie man mit Stäbchen isst.|1
Tom weiß, wie dir zumute ist.|1
Tom weiß, was wirklich vor sich geht.|1
Tom weiß vermutlich nicht, wo ich wohne.|1
Tom weiß sich zu wehren.|1
Tom weiß nicht, wo er anfangen soll.|1
Tom weiß nicht, wo er anfangen soll.|1
Tom weiß nicht, wo auf Mary zu warten ist.|2
Tom weiß nicht, was ich mache.|1
Tom weiß nicht, was er will.|1
Tom weiß nicht, was er mit all seinem Geld anfangen soll.|2
Tom weiß nicht, was er Maria zum Geburtstag kaufen soll.|2
Tom weiß nicht, warum Maria heute schlechte Laune hat.|2
Tom weiß nichts über Mary.|1
Tom weiß, glaube ich, wer mir mein Portemonnaie entwendet hat.|2
Tom weiß gewiss jede Menge über Australien.|1
Tom weiß, dass Mary weiß.|1
Tom weiß, dass er Maria Folge leisten muss.|1
Tom weiß, dass er es schaffen kann.|1
Tom weiß, dass du nicht sehr gut Französisch sprichst.|2
Tom weinte wie ein kleines Kind.|1
Tom weigerte sich, mir die Hand zu geben.|1
Tom weigerte sich, den Wagen zu verlassen.|1
Tom wehrte Marias Fausthieb ab und trat sie erneut.|2
Tom weckte Maria um sechs Uhr dreißig, und sie war davon nicht begeistert.|2
Tom weckte Maria ihrem Wunsch gemäß um sechs Uhr dreißig.|2
Tom wechselt jeden Tag die Kleidung.|1
Tom wechselte zu einer Firma, die ihm ein höheres Gehalt anbot.|2
Tom wäscht nicht seinen, sondern Marias Wagen.|1
Tom war zu schüchtern, um es zuzugeben.|1
Tom war zu beschäftigt, um mir zu helfen.|1
Tom war ziemlich freundlich zu mir.|1
Tom war wirklich schockiert.|1
Tom war wie immer in Schwarz gekleidet.|1
Tom war wagemutiger, als ich es gewesen wäre.|1
Tom war vor uns da.|1
Tom war von Hass zerfressen.|1
Tom war ungeheuer neugierig.|1
Tom war unangemessen gekleidet.|1
Tom war überrascht, wie klein das Kind war.|1
Tom war überrascht, dass Maria das unterlassen hatte.|1
Tom war überrascht, als er hörte, dass Maria geheiratet hatte.|2
Tom war total blank.|1
Tom wartet vor der Schule.|1
Tom wartet seit langem.|1
Tom wartet in Boston auf Maria.|1
Tom wartete zu Hause auf Maria.|1
Tom wartete bei sich zu Hause.|1
Tom wartet darauf, dass Maria ankommt.|1
Tom wartet darauf, dass das jemand anderes für ihn tut.|2
Tom war stolz auf Maria.|1
Tom war so klein, dass er in einer Schublade schlafen konnte.|2
Tom war so dumm, es Maria zu sagen.|1
Tom war sich der Tragweite der Situation bewusst.|1
Tom war sich der Schwierigkeiten bewusst.|1
Tom war sich darüber bestimmt im Klaren, dass das, was er tat, gesetzeswidrig war.|2
Tom war sehr laut.|1
Tom war sehr gut.|1
Tom war schon tot, als er sich erhängte.|1
Tom war schockiert, als das passierte.|1
Tom war recht still.|1
Tom war nur drei Jahre Französischlehrer.|1
Tom warnte Maria vor Johannes.|1
Tom war noch am Leben.|1
Tom war nicht weit weg von mir.|1
Tom war nicht sehr erbaut.|1
Tom war nicht ganz auf dem Laufenden.|1
Tom war nicht derjenige, der Mary half.|1
Tom war nicht derjenige, der Mary geholfen hat.|1
Tom war nicht derjenige, der Maria nach Hause gefahren hat.|2
Tom war nicht derjenige, dem Mary half.|1
Tom war nicht derjenige, dem Mary geholfen hat.|1
Tom warmte sich am Feuer.|1
Tom war mit der Bezahlung, die er erhielt, nicht zufrieden.|2
Tom war letzte Woche jeden Tag in der Bibliothek.|2
Tom war letzte Woche in Boston, oder?|1
Tom war letzte Woche auf einer Konferenz.|1
Tom war kürzlich auf dem Dachboden.|1
Tom war kein Kirchgänger.|1
Tom war keine große Hilfe.|1
Tom war in der Kirche.|1
Tom war im Klassenzimmer, als ich ging.|1
Tom war heute den ganzen Tag bei Maria zu Hause.|2
Tom warf sich das Geschirrtuch über die Schulter.|1
Tom war früher einmal ein berühmter Sänger.|1
Tom war früher eingebildet.|1
Tom war froh, Maria allein vorzufinden.|1
Tom warf mir den Ball zu, aber ich konnte ihn nicht fangen.|2
Tom warf ein Kissen nach Maria, und das Kissen traf sie mitten im Gesicht.|2
Tom warf einen Blick auf die Uhr.|1
Tom war fast sofort tot.|1
Tom wäre verletzt, wenn du das sagen würdest.|1
Tom wäre sehr stolz auf dich gewesen!|1
Tom war eins der Opfer.|1
Tom war ein Monster.|1
Tom war ein kränkliches Kind und wurde von seinen Eltern verhätschelt.|2
Tom war einige Male in Boston.|1
Tom war einer meiner besten Schüler.|1
Tom war ein Chaot.|1
Tom war ein bisschen enttäuscht.|1
Tom war ein Adlerpfadfinder.|1
Tom wäre fast erwischt worden.|1
Tom wäre fast damit durchgekommen.|1
Tom ward nie mehr lebend gesehen.|1
Tom war der erste, der Marias Begabung für Musik erkannte.|2
Tom war der erste, den die Polizei festnahm.|1
Tom war der einzige Mann, den Maria je geliebt hatte.|2
Tom war der einzige, der wusste, wo Maria wohnte.|2
Tom war der einzige, der nicht umkam.|1
Tom war der einzige Bewerber für die Stelle.|1
Tom war der einzige Betrunkene auf der Feier.|1
Tom war den ganzen Tag lang zu Hause.|1
Tom war definitiv beschäftigt.|1
Tom war da nicht zu Hause.|1
Tom war damals noch Junggeselle.|1
Tom war damals noch ein kleiner Junge.|1
Tom war dabei, als Maria die Handtasche gestohlen wurde.|2
Tom war bestimmt nur müde.|1
Tom war bereit, unserem Wunsche nachzukommen.|1
Tom war bereit, alles zu versuchen.|1
Tom war bei der Berufsberatung.|1
Tom war auf einem Familientreffen.|1
Tom war als Schüler in der Kyūdō-AG.|1
Tom war als Kind sehr schüchtern.|1
Tom war als Kind sehr schüchtern.|1
Tom war als Kind schüchtern.|1
Tom war als Kind bis über beide Ohren in das Mädchen von nebenan verliebt.|2
Tom war absolut von sich selbst überzeugt.|1
Tom wandte sich seufzend ab.|1
Tom wanderte den ganzen Tag.|1
Tom wagte eine neue Frisur.|1
Tom verzog tapfer das Gesicht.|1
Tom verwechselt immer Monaco und München.|1
Tom verübte Diebstähle in dem Laden, in dem er arbeitete.|2
Tom vertraut seinen Fähigkeiten.|1
Tom vertraute Maria nicht so viel, wie sie ihm vertraute.|2
Tom verträumt die Zeit.|1
Tom vertagte seine Reise nach Boston.|1
Tom versucht, niemandem im Weg zu stehen.|1
Tom versuchte seine Spuren zu verwischen.|1
Tom versuchte, mir an allem die Schuld zu geben.|2
Tom versuchte, Maria einzuschüchtern.|1
Tom versuchte, Maria dazu zu bringen, Johannes zu helfen.|2
Tom versuchte, ins Nachtlokal zu schleichen.|1
Tom versuchte, die Puzzleteile mit Gewalt zusammenzustecken.|1
